Location ,Month,speed_mean,speed_std,drct_mean,drct_std,peak_wind_gust_mean,peak_wind_gust_std,peak_wind_drct_mean,peak_wind_drct_std
MIA,October,6.82576600709738,4.2642135200298,129.819085624335,96.8917221559317,1.97042018199141,7.18988551629072,9.03666063710802,37.7086297606601
MIA,November,6.78472195096545,4.25085344291339,130.319466687499,98.3409241036432,1.94597606864315,7.14710077506988,8.92327122638438,37.5826245099585
MIA,December,6.81007273768048,4.25359948411244,132.299650622267,99.5785330432262,1.93667528596666,7.13079810832224,8.92250525547013,37.6487983804894
PHL,January,8.15310542086624,5.18225439190876,212.356152652143,116.916411194344,6.51851950971471,12.2594377855701,64.6801905475566,122.819724368799
PHL,February,8.15310542086624,5.18225439190876,201.810269681285,117.05558059865,5.6787251430128,11.616106858777,54.4069735766821,113.769270948334
PHL,March,8.44320105153228,5.24862144524282,201.168029097194,116.605815312326,5.95831682811768,311.826022627348,57.1838200871475,116.327230933451
PHL,April,8.63985692523471,5.27032051426,201.409205908209,114.162105162943,6.31953587941991,12.1988732388944,58.6404541885607,116.972118441743
PHL,May,8.42875481386392,5.08789823624141,196.145967051775,113.06047275398,5.58424261874197,11.609560981212,51.7080658964484,111.601936471555
PHL,June,8.22982205804561,4.93647888632508,195.062210783202,111.346583618013,4.94620845390978,11.0838664132839,45.5215348438173,105.827877402049
PHL,July,7.98049194878612,4.80767612530178,194.598658321492,109.480802219255,4.58427775259326,10.8253930591252,41.5337495762017,101.668277145881
PHL,August,7.76410588683227,4.71162592538902,192.04068614026,108.637591197016,4.25723580059716,10.4993807083815,38.0815526328094,97.5917564327551
PHL,September,7.62604977721769,4.63875668975302,188.299233388841,109.545072140068,3.97965404983722,10.1843860272259,35.5871401353196,94.9417532608395
PHL,October,7.59615775479236,4.63667077805998,187.602717414001,110.147809310955,3.91607756880542,10.102381034759,35.0821071095457,94.4920401008695
PHL,November,7.63375195697153,4.67859056386215,188.431511896551,110.529136318311,4.0140456141547,10.191134159592,36.0580627227407,95.7412470360784
PHL,December,7.63855870071677,4.68149455011891,188.920092394796,110.969692763675,4.09402237422869,10.2518165964764,36.7994655789685,96.4405638858952
IAH,January,6.73980525069937,4.48477368097928,163.111146976544,122.275666530491,2.48273079406068,7.96991551345646,19.967452119647,72.0382232679707
IAH,February,7.18442527395663,4.29941254961548,164.13767092288,119.659866937184,2.31655534678315,7.73599056260985,16.6543689054078,65.0531124098853
IAH,March,7.33558676937018,4.36142059259028,160.176619845944,114.159018246588,2.30822836429542,7.6970523363353,16.8633439057544,65.7052920474884
IAH,April,7.44447221077799,4.41013292888265,158.217356359878,112.372210024858,2.60380518840207,8.2043305319832,18.4533401773593,67.1890755989206
IAH,May,7.49847812712495,4.47529774967604,154.667184751049,108.198707369039,2.93112176062342,8.70384083194618,19.512838778616,67.0496797424515
IAH,June,7.28937590698134,4.41976021468609,152.279999460865,105.195700368812,2.77514949748179,8.54792322884084,18.1747154942739,64.230589574132
IAH,July,7.00642509439621,4.35627838418148,151.510839222682,103.651546731416,2.49275975299337,8.17032271695525,16.007021078616,60.3107703224996
IAH,August,6.75915967180373,4.32672249571128,150.092608836468,102.676335573503,2.24828614612291,7.81281934477001,14.2000215918598,56.9155503537281
IAH,September,6.64258692936923,4.3238813636521,147.194657688932,103.64047542813,2.20600665542453,7.73675180729801,13.5845840958716,55.3838251795129
IAH,October,6.62405738306015,4.30032882484186,146.540744573985,104.662590782273,2.15061669632306,7.65063089712711,13.331101031932,55.3962991408598
IAH,November,6.59221968202269,4.3113521989314,146.654113557358,105.707026309832,2.16424738759617,7.67041218324171,13.8773188020001,57.4611740348523
IAH,December,6.57328769662296,4.3089579943908,147.600316326656,106.95133262365,2.15684612438063,7.64871213884731,14.1506011442128,58.399325702334
