x,y,v_x,v_y,t
86812.5,30072.73214641463,-37.0,64.08587988004847,5225.0
86627.5,30393.161545814874,-37.0,64.08587988004847,5230.0
86442.5,30713.590945215117,-37.0,64.08587988004845,5235.0
86257.5,31034.02034461536,-37.0,64.08587988004845,5240.0
86072.5,31354.449744015605,-37.00000000000001,64.08587988004845,5245.0
85887.5,31674.87914341585,-37.00000000000001,64.08587988004845,5250.0
85689.09774897796,31987.187559551865,-39.68045020440843,62.46168322720309,5255.0
85504.25221359002,32307.706089510968,-36.96910707758905,64.10370599182043,5260.0
85305.66522053821,32619.897066623762,-39.717398610361265,62.43819542255905,5265.0
85120.98179654898,32940.509032875205,-36.93668479784578,64.12239325028806,5270.0
84922.1422871638,33252.53923895702,-39.767901877035676,62.40604121636351,5275.0
84737.62991162043,33573.24967419626,-36.90247510867382,64.142087047848,5280.0
84553.11753607706,33893.9601094355,-36.902475108673805,64.142087047848,5285.0
84368.60516053368,34214.670544674744,-36.902475108673805,64.14208704784801,5290.0
84184.09278499031,34535.380979913985,-36.90247510867379,64.14208704784801,5295.0
83999.58040944693,34856.09141515323,-36.902475108673784,64.14208704784801,5300.0
83815.06803390356,35176.80185039247,-36.90247510867378,64.14208704784802,5305.0
83630.55565836019,35497.51228563171,-36.90247510867376,64.14208704784802,5310.0
83446.04328281681,35818.22272087095,-36.902475108673755,64.14208704784802,5315.0
83261.53090727344,36138.93315611019,-36.90247510867375,64.14208704784804,5320.0
83062.47848892948,36450.82758496622,-39.810483668790376,62.37888577120447,5325.0
82878.16565934902,36771.652741168225,-36.86256591609221,64.16503124040193,5330.0
82678.91358709804,37083.41966004143,-39.85041445019542,62.353383774640946,5335.0
82494.81156083269,37404.3658298659,-36.820405253068174,64.18923396489345,5340.0
82295.25496902698,37715.93791890291,-39.911318361141504,62.314417807403196,5345.0
82111.37736191548,38037.0127164236,-36.775521422300365,64.21495950413679,5350.0
81927.49975480398,38358.08751394428,-36.77552142230037,64.21495950413679,5355.0
81743.62214769248,38679.16231146496,-36.77552142230037,64.21495950413679,5360.0
81559.74454058098,39000.237108985646,-36.77552142230038,64.21495950413677,5365.0
81375.86693346949,39321.31190650633,-36.775521422300386,64.21495950413677,5370.0
81191.98932635799,39642.38670402701,-36.77552142230039,64.21495950413676,5375.0
81008.11171924649,39963.461501547696,-36.77552142230039,64.21495950413676,5380.0
80824.23411213499,40284.53629906838,-36.77552142230041,64.21495950413676,5385.0
80640.35650502349,40605.61109658906,-36.775521422300415,64.21495950413676,5390.0
80456.47889791199,40926.685894109745,-36.775521422300415,64.21495950413674,5395.0
80272.60129080049,41247.76069163043,-36.77552142230042,64.21495950413676,5400.0
80088.723683689,41568.83548915111,-36.77552142230043,64.21495950413674,5405.0
79904.8460765775,41889.910286671795,-36.77552142230044,64.21495950413673,5410.0
79720.968469466,42210.98508419248,-36.77552142230045,64.21495950413673,5415.0
79537.0908623545,42532.05988171316,-36.77552142230046,64.21495950413673,5420.0
79353.213255243,42853.134679233845,-36.775521422300464,64.21495950413673,5425.0
79169.3356481315,43174.20947675453,-36.77552142230048,64.21495950413671,5430.0
78985.45804102,43495.28427427521,-36.775521422300486,64.21495950413671,5435.0
78801.5804339085,43816.359071795894,-36.775521422300486,64.2149595041367,5440.0
78617.702826797,44137.43386931658,-36.77552142230049,64.2149595041367,5445.0
78433.8252196855,44458.50866683726,-36.775521422300514,64.21495950413669,5450.0
78249.947612574,44779.583464357944,-36.77552142230053,64.21495950413669,5455.0
78066.0700054625,45100.65826187863,-36.77552142230053,64.21495950413669,5460.0
77860.68773122627,45408.42135490564,-41.07645484724637,61.55261860540241,5465.0
77677.28861490118,45729.769708147374,-36.67982326501739,64.26967064834773,5470.0
77471.35775469574,46037.16600092764,-41.186172041087254,61.479258556052564,5475.0
77288.48329669547,46358.81321856073,-36.57489160005228,64.3294435266187,5480.0
77081.78198151491,46665.691967096085,-41.34026303611246,61.375749707071066,5485.0
76899.48948694563,46987.669367582064,-36.45849891385674,64.39548009719554,5490.0
76717.19699237635,47309.64676806804,-36.45849891385676,64.39548009719553,5495.0
76534.90449780707,47631.62416855402,-36.45849891385678,64.39548009719552,5500.0
76352.6120032378,47953.60156904,-36.4584989138568,64.3954800971955,5505.0
76170.31950866852,48275.57896952598,-36.45849891385682,64.3954800971955,5510.0
75988.02701409924,48597.55637001196,-36.45849891385684,64.39548009719547,5515.0
75805.73451952996,48919.53377049794,-36.45849891385687,64.39548009719547,5520.0
75607.99288796479,49232.248390564775,-39.54832631303387,62.54292401336658,5525.0
75426.16328713082,49554.487426469124,-36.3659201667923,64.44780718086915,5530.0
75244.33368629686,49876.72646237347,-36.36592016679228,64.44780718086915,5535.0
75062.50408546289,50198.96549827782,-36.365920166792264,64.44780718086918,5540.0
74880.67448462892,50521.20453418217,-36.36592016679224,64.44780718086918,5545.0
74698.84488379495,50843.44357008652,-36.365920166792215,64.44780718086919,5550.0
74517.01528296099,51165.68260599087,-36.3659201667922,64.4478071808692,5555.0
74335.18568212702,51487.92164189522,-36.36592016679217,64.44780718086922,5560.0
74153.35608129305,51810.16067779957,-36.36592016679214,64.44780718086923,5565.0
73971.52648045908,52132.39971370392,-36.365920166792115,64.44780718086926,5570.0
73789.69687962512,52454.63874960827,-36.36592016679208,64.44780718086928,5575.0
73607.86727879116,52776.87778551262,-36.365920166792044,64.44780718086929,5580.0
73426.0376779572,53099.11682141697,-36.3659201667921,64.44780718086926,5585.0
73244.20807712323,53421.355857321316,-36.36592016679207,64.44780718086928,5590.0
73062.37847628928,53743.594893225665,-36.36592016679202,64.4478071808693,5595.0
72880.54887545531,54065.833929130014,-36.36592016679209,64.44780718086926,5600.0
72698.71927462135,54388.072965034364,-36.36592016679205,64.44780718086929,5605.0
72516.88967378739,54710.31200093871,-36.36592016679213,64.44780718086925,5610.0
72335.06007295342,55032.55103684306,-36.36592016679208,64.44780718086928,5615.0
72153.23047211947,55354.79007274741,-36.36592016679202,64.4478071808693,5620.0
71971.4008712855,55677.02910865176,-36.365920166792115,64.44780718086926,5625.0
71789.57127045153,55999.26814455611,-36.36592016679206,64.44780718086929,5630.0
71607.74166961758,56321.50718046046,-36.36592016679199,64.44780718086932,5635.0
71425.91206878361,56643.74621636481,-36.365920166792094,64.44780718086926,5640.0
71244.08246794966,56965.98525226916,-36.365920166792016,64.4478071808693,5645.0
71062.25286711569,57288.22428817351,-36.36592016679216,64.44780718086923,5650.0
70880.42326628172,57610.46332407786,-36.365920166792066,64.44780718086928,5655.0
70698.59366544777,57932.702359982206,-36.365920166791966,64.44780718086935,5660.0
70516.7640646138,58254.941395886555,-36.365920166792144,64.44780718086923,5665.0
70334.93446377985,58577.180431790905,-36.365920166792016,64.44780718086932,5670.0
70153.10486294588,58899.419467695254,-36.36592016679228,64.44780718086916,5675.0
69971.27526211191,59221.6585035996,-36.365920166792115,64.44780718086925,5680.0
69789.44566127796,59543.89753950395,-36.36592016679184,64.4478071808694,5685.0
69450.0,60145.46429282926,0.0,0.0,5694.334169456488
