x,y,v_x,v_y,t
52087.5,90218.19643924388,37.00000000000001,-64.08587988004845,1420.0
52264.200805319095,89925.34275673096,35.34016106381872,-58.57073650258654,1425.0
52439.681441900684,89633.86400024983,35.09612731631845,-58.29575129622395,1430.0
52615.14271741121,89342.37406806985,35.09225510210524,-58.29798643599545,1435.0
52790.58457292461,89050.87292774399,35.088371102679595,-58.30022806517341,1440.0
52966.00694914035,88759.36054662324,35.08447524314794,-58.30247622414979,1445.0
53141.4097863798,88467.83689185472,35.080567447890864,-58.30473095370299,1450.0
53316.79302458257,88176.3019303797,35.076647640553574,-58.30699229500269,1455.0
53492.15660330275,87884.75562893163,35.072715744036294,-58.30926028961503,1460.0
53667.500461705175,87593.19795403408,35.0687716804845,-58.311534979507776,1465.0
53842.82453856157,87301.62887199881,35.06481537127896,-58.31381640705553,1470.0
54018.128772246695,87010.04834892358,35.06084673702558,-58.316104615045056,1475.0
54193.41310073442,86718.45635069018,35.05686569754518,-58.31839964668071,1480.0
54367.62259905525,86426.24716361889,34.84189966416574,-58.44183741425926,1485.0
54541.06782311264,86133.6020208444,34.689044811477316,-58.529028554898126,1490.0
54713.882397459325,85840.59895486299,34.56291486933783,-58.60061319628138,1495.0
54886.16837525968,85547.29714258728,34.457195560071064,-58.66036245514025,1500.0
55058.00546980249,85253.7425329946,34.36741890856176,-58.71092191853776,1505.0
55229.457139277816,84959.97151998758,34.29033389506526,-58.75420260140245,1510.0
55400.57473068052,84666.01342271363,34.22351828054091,-58.79161945479098,1515.0
55571.40038162517,84371.89220984105,34.16513018893018,-58.82424257451485,1520.0
55746.591981949765,84080.2467763995,35.03832006491889,-58.32908668831188,1525.0
55921.763009733804,83788.58949273944,35.034205556807166,-58.331456732011524,1530.0
56096.9133981861,83496.92032215428,35.03007769045995,-58.333834117031536,1535.0
56272.04308006259,83205.23922769363,35.02593637529772,-58.33621889213213,1540.0
56447.15198766161,82913.54617216077,35.02178151980398,-58.338611106571456,1545.0
56622.24005281917,82621.84111811021,35.017613031512255,-58.34101081011226,1550.0
56797.30720690414,82330.12402784507,35.01343081699269,-58.34341805302898,1555.0
56972.35338081333,82038.39486341449,35.009234781838664,-58.345832886114856,1560.0
57147.3785049666,81746.65358661105,35.00502483065299,-58.348255360689144,1565.0
